Contract Number,Description,Start Date,End Date,Vendor Name,Total Amount,Amount Spent,Procurement Method,Trade Type,Category,Location,Contract Status
1205405,VARIOUS CC-ProgramConsultant(Comm Ops Pro&Asses_COMMUN015279),12/14/2012,12/31/2012,ELIAS ROSA,"$13,485.00","$13,485.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,VARIOUS PROJECT-VARP,Expired
1228924,VAN DYKE - Consultant to RA (Com Ops Adm_COMMUN019103),12/10/2012,9/20/2013,"SHARE FOR LIFE FOUNDATION, INC.","$4,850.00","$4,850.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,VAN DYKE-0216,Expired
1229193,Var Citywide-Asbestos Bulk Sample Analysis&Reports(TSD CSS_TECHNI016741),12/10/2012,12/16/2015,AIRTEK ENVIRONMENTAL LLC,"$29,717.40","$8,384.40",SMALL PURCHASE,Repair,EN-ENVIRONMENTAL.1CM,VARIOUS PROJECT-VARP,Expired
1229194,Various SI-Tree Pruning for Clearance CCTV (TSD_TECHNI017505),12/10/2012,4/22/2016,TREES 'R' US INC.,"$193,616.00","$193,582.40",SEALED BID,Repair,GD-GROUNDS AND GROUNDS MAINTENANCE.1CM,VARIOUS PROJECT-VARP,Expired
1229196,Var Manhattan-Tree Pruning for Clearance CCTV (TSD EFO_TECHNI017501),12/10/2012,4/22/2016,TREES 'R' US INC.,"$193,582.40","$193,582.40",SEALED BID,Repair,GD-GROUNDS AND GROUNDS MAINTENANCE.1CM,VARIOUS PROJECT-VARP,Expired
1229197,"Var Citywide ""C""-LBP Inspection Services (TSD CSS_TECHNI016252)",12/10/2012,12/20/2014,JLC ENVIRONMENTAL CONSULTANTS INC.,"$169,271.50","$169,181.96",SEALED BID,Repair,EN-ENVIRONMENTAL.1CM,VARIOUS PROJECT-VARP,Expired
1229198,"Var Citywide ""D""-L B Paint Inspection Svc. (TSD CSS_TECHNI016253)",12/10/2012,12/18/2016,JLC ENVIRONMENTAL CONSULTANTS INC.,"$219,248.49","$219,066.14",SEALED BID,Repair,EN-ENVIRONMENTAL.1CM,VARIOUS PROJECT-VARP,Expired
1229616,Various BX-Outreach Worker Services (Family Services_FAMILY019182),12/5/2012,1/31/2013,WENDY LAMOUTH,"$2,425.50","$1,963.50",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,VARIOUS PROJECT-VARP,Expired
1306392,Manhattan North RA - Proposal Writer (Com Ops Adm_COMMUN019428),12/3/2012,12/31/2013,MAURICE ANTHONY EDWARDS,"$4,827.84",$0.00,SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,COMM OPER ADMIN-0123,Expired
1227965,GRAINGER MRO ITEMS,12/3/2012,11/30/2017,W.W. GRAINGER INC.,"$247,000.00","$213,607.39",GOVERMENT LIST,Materials,POLICE EQUIPMENT.GOGGLES AND RESIPERATORS,L.I.C.-WHSE -LICW,Expired
1226678,IT-Movaris software maintenance(IT_ITENTE018778),12/1/2012,11/30/2013,"MOVARIS, INC.","$75,652.00","$75,652.00",NON-COMP - Sole Source,Service,CP-COMPUTER.1CM,IT INFRASTRUCTURE,Expired
1205558,IT-Computer Aided Design SW Maintenance(IT_ITENTE015283),12/1/2012,11/30/2014,"BENTLEY SYSTEMS, INC.","$288,733.99","$288,733.99",NON-COMP - Sole Source,Service,CP-COMPUTER.1CM,IT INFRASTRUCTURE,Expired
1227966,SCO-FURNISHING GAL PARTS,12/1/2012,11/30/2015,ELEVATOR TECHNOLOGY CORP,"$30,000.00","$12,816.12",SEALED BID,Materials,ELEVATOR PARTS.THOMSON,VARIOUS PROPERTIES OR DEPARTMENTS,Expired
1227971,SCO-FURNISHING G.A.L. PARTS,12/1/2012,11/30/2015,"G.A.L. MANUFACTURING COMPANY, LLC","$248,000.00","$60,875.78",SEALED BID,Materials,ELEVATOR PARTS.GAL,VARIOUS PROPERTIES OR DEPARTMENTS,Expired
1227097,SCO_PADLOCKS,12/1/2012,11/30/2015,APR INDUSTRIES INC.,"$217,259.14","$213,532.64",SEALED BID,Materials,HARDWARE.HARDWARE - DOOR,VARIOUS PROPERTIES OR DEPARTMENTS,Expired
1228254,Emergency Purchase for Hurricane SANDY-For Payment Purposes Only,12/1/2012,11/30/2013,ARAMSCO INC.,"$16,802.00","$16,802.00",NON-COMP- Emergency,Materials,JANITORIAL SUPPLIES.CLEANING SUPPLIES,VARIOUS PROPERTIES & DEPARTMENTS,Expired
1227201,IT-CO-Off-site Records Storage and Associated Services_(ITENTE018866),12/1/2012,12/31/2013,GRM INFORMATION MANAGEMENT SERVICES,"$14,901.52","$12,929.44",GOVERMENT LIST,Service,CP-COMPUTER.1CM,IT INFRASTRUCTURE,Expired
1228560,Red Hook East-Program Consultant (BK Comm Ops_COMMUN019057),12/1/2012,1/31/2013,NICOLE HEARD,"$1,395.00","$1,395.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,RED HOOK CC -C202,Expired
1228561,Williamsburg CC-Rental Consultant (BK Comm Ops_COMMUN019054),12/1/2012,12/31/2012,JONEE BILLY,$500.00,$90.00,SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,WILLIAMSBURG CC-C200,Expired
1218091,SCO-FURNISHING ELECTRICAL FUSES & BREAKERS.,12/1/2012,11/30/2016,REDLYN ELECTRIC CORP. DBA LOUIS SHIFFMAN ELECTRIC,"$248,000.00","$42,307.11",SEALED BID,Materials,ELECTRICAL.ELECTRICAL SAFETY EQUIPMENT,VARIOUS PROPERTIES OR DEPARTMENTS,Expired
1228239,Energy-Provide Fuel Oil During the Aftermath of Hurricane Sandy(C.Haun_N/A),11/27/2012,3/31/2013,CASTLE OIL CORPORATION - EF00000288,"$884,370.93","$877,898.93",NON-COMP- Emergency,Service,FS-LUBRICANTS AND FUELS.1CM,ENERGY DEPT-0041,Expired
1227665,"Var-Lead Based Paint Inspect.Svcs Contract ""X""(TSD CSS_TECHNI018982)",11/26/2012,10/10/2014,JLC ENVIRONMENTAL CONSULTANTS INC.,"$72,036.50","$71,435.26",SMALL PURCHASE,Repair,EN-ENVIRONMENTAL.1CM,VARIOUS PROJECT-VARP,Expired
1227689,Emergency Contract for -Hurricane Sandy (TSD_TECHNI019131_J.Schmidt),11/23/2012,9/15/2013,NATIONAL WATER MAIN CLEANING CO.,"$136,477.65","$109,739.85",NON-COMP- Emergency,Service,PL-PLUMBING.1CM,VARIOUS PROPERTIES & DEPARTMENTS,Expired
1223916,VARIOUS CC - Program Assistant (Com Ops Bklyn_COMMUN018972),11/21/2012,1/31/2013,RASHEN HAYWOOD,"$3,620.00","$1,750.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,VARIOUS PROJECT-VARP,Expired
1227643,Cypress Hill CC-Janitorial Services Consult.(BK Comm Ops_COMMUN18912),11/19/2012,12/31/2012,MARTY PARKER,"$3,029.32",$0.00,SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,CYPRESS HILL CC-C536,Expired
1227555,PINK CC-Janitorial Consultant(Bk Comm Ops_COMMUN018849),11/19/2012,1/31/2013,KENVILLE PETERS,"$6,009.78","$5,484.80",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,PINK CC -C235,Expired
1227992,SAMUEL TILDEN-Rental Consltant(BK Comm Ops_COMMUN018933),11/19/2012,1/31/2013,DEVON D. CARR,$500.00,$500.00,SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,SAMUEL TILDEN-0233,Expired
1227687,Citywide-Emerg/Mobile Boiler Srvcs -Respns & Recovry Hurricane Sandy,11/19/2012,3/7/2016,KORDUN CONSTRUCTION CORP,"$1,390,258.38","$1,390,258.38",NON-COMP- Emergency,Service,HE-HEATING.1CM,VARIOUS PROPERTIES OR DEPARTMENTS,Expired
1228323,BUSHWICK CC - Janitorial Consultant (Com Ops Bklyn_COMMUN019009),11/19/2012,2/15/2013,LAKESHIA WHEELER,"$6,596.10","$6,437.30",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,BUSH-HYLAN C.C.-C430,Expired
1228322,Surfside CC- Janitorial Services Consultant (BK Comm Ops_COMMUN19008),11/19/2012,1/31/2013,MARNELL PEACOCK,"$5,863.20","$3,711.20",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,SURFSIDE C.C.-C278,Expired
1227331,LUMBER,11/19/2012,11/30/2013,"FELDMAN LUMBER - US LBM, LLC","$224,512.13","$209,363.75",SEALED BID,Materials,CARPENTRY TRADE.MISC CAPENTRY,VARIOUS PROJECTS-0976,Expired
1225662,GRAINGER ITEMS,11/19/2012,10/31/2016,W.W. GRAINGER INC.,"$245,000.00","$191,634.35",GOVERMENT LIST,Materials,GROUNDS MAINTENANCE.GROUNDS EQUIPMENT & PARTS,VARIOUS PROJECT-VARP,Expired
1226744,Baruch Hses- Delivery and staging of temp oil tank (Tech_TECHNI019931),11/19/2012,2/23/2014,"TESCO RESOURCES, INC.","$14,500.00","$14,500.00",NON-COMP- Emergency,Service,HE-HEATING.1CM,BARUCH-0215,Expired
1227515,"Emergency Heating, Restore Systems & Replace Pumps",11/18/2012,12/31/2013,"DANCO, INC.","$1,045,781.99","$1,045,781.99",NON-COMP- Emergency,Decar,HE-HEATING.1CM,HAMMEL-0226,Expired
1228269,EMERGENCY PLUMBING WORK,11/18/2012,7/10/2015,KORDUN CONSTRUCTION CORP,"$560,671.36","$560,671.36",NON-COMP- Emergency,Decar,PL-PLUMBING.1CM,VARIOUS PROJECT-VARP,Expired
1224781,IT - WNDW Enterprise SW Maintenance (IT_ITENTE018548),11/15/2012,11/14/2013,SAS INSTITUTE,"$23,770.00","$23,770.00",NON-COMP - Sole Source,Service,CP-COMPUTER.1CM,VARIOUS PROPERTIES & DEPARTMENTS,Expired
1223728,VARIOUS WIRE GLASS RFQ 29848,11/15/2012,11/13/2015,PERILSTEIN GLASS CORP.,"$258,429.00","$210,485.91",SEALED BID,Repair,STRUCTURAL SUPPLIES.GLASS,VARIOUS PROPERTIES OR DEPARTMENTS,Expired
1226745,TSD -Emergency Cleaning of Oil Storage Tank(TECHNI020588)Y.Tkach,11/15/2012,5/10/2013,"J.C. Broderick & Associates, Inc.","$5,500.00","$5,500.00",NON-COMP- Emergency,Repair,EN-ENVIRONMENTAL.1CM,SURFSIDE GARDEN-0278,Expired
1311363,Law-Legal Serv./Outside Counsel Serv. Non-Tort (LAW000020949 - M.Crawford),11/14/2012,11/13/2014,JACKSON LEWIS LLP,"$80,000.00","$48,548.70",SEALED BID,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,LAW DEPT-L153,Expired
1227113,165 East 112th St-Training Consultants (Comm Ops Admi_COMMUN018837),11/14/2012,12/31/2013,BETTER BUSINESS SOLUTIONS INC,"$4,996.00","$4,996.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,J W JOHNSON-0516,Expired
1226741,Coney Is.-Emergency Cleaning Sump Pump Pits-SANDY (TSD_TECHNI019872),11/14/2012,2/18/2015,NATIONAL WATER MAIN CLEANING CO.,"$86,220.00","$86,220.00",NON-COMP- Emergency,Service,PL-PLUMBING.1CM,CONEY ISLAND-0671,Expired
1226268,TSD-Emergency Contract for Medical Evaluations @ Red Hook(TSD_TECHNI019133-J. Schmidt),11/13/2012,5/10/2013,VISITING NURSE SERVICE OF NEW YORK,"$15,032.00","$15,032.00",NON-COMP- Emergency,Service,MD-SAFETY AND MEDICAL.1CM,VARIOUS PROJECT-VARP,Expired
1016979,LIGHTING AND SPRAY SHOWER UPGRADE,11/13/2012,2/7/2014,G.E.M. AMERICAN CONSTRUCTION CORP,"$181,169.00","$181,169.00",SEALED BID,Decar,GD-GROUNDS AND GROUNDS MAINTENANCE.1CM,STANLEY ISAACS-0253,Expired
1227148,Bronxchester-Removal & Installation of Ranges(BX Mgmt_MIXEDF018847),11/13/2012,11/12/2013,"DANCO, INC.","$17,524.00",$0.00,SEALED BID,Repair,PL-PLUMBING.1CM,BRONXCHESTER-0528,Expired
1228003,VARIOUS SITES - Outreach Worker (Family Svces_FAMILY018967),11/13/2012,1/31/2013,CLAUDIA MARROQUIN,"$3,811.50","$3,811.50",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,VARIOUS PROJECT-VARP,Expired
1227024,"Armstrong I & Armstrong II Houses, Brooklyn - Maintenance Painting of Apts (BK Mgmt_TECHNI016158)",11/12/2012,1/2/2015,"AUNORAG CONSTRUCTION, INC.","$196,814.00","$149,215.72",SEALED BID,Repair,PD-PAINTING.1CM,VARIOUS PROJECT-VARP,Expired
1227025,"Melrose Houses, Bronx - Installation of V/C Floor Tile In Apts (BX Mgmt_TECHNI016226)",11/12/2012,1/6/2015,MAHI PAINTING INC.,"$319,507.06","$81,732.01",SMALL PURCHASE,Repair,TL-TILE.1CM,MELROSE-0523,Expired
1227026,"Lehman Village Houses, Manhattan - Maintenance Painting of Apts (MN Mgmt_TECHNI014637)",11/12/2012,8/18/2015,NEW APS MANAGEMENT CORP,"$180,250.48","$108,044.93",SEALED BID,Repair,PD-PAINTING.1CM,LEHMAN VILLAGE-0238,Expired
1227027,"Whitman Houses, Brooklyn Maintenance Painting of Apartments (BK Mgmt_TECHNI013791)",11/12/2012,8/10/2015,NEW APS MANAGEMENT CORP,"$376,439.08","$327,534.76",SEALED BID,Repair,PD-PAINTING.1CM,WHITMAN HOUSES-0509,Expired
1227526,EMERGENCY HEATING REPLACEMENT,11/10/2012,12/8/2015,"MARIC MECHANICAL, INC.","$900,000.00","$809,556.34",NON-COMP- Emergency,Decar,HE-HEATING.1CM,RED HOOK WEST-0230,Expired
1226884,Johnson CC-Leadership Training Consultant(Admin Comm Ops_COMMUN018807),11/10/2012,12/31/2013,JOEY BERNARD PRESSLEY,"$4,725.00","$4,725.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,JOHNSON CC I-C516,Expired
1227409,EMERGENCY Temporary Boiler(s) (Rental),11/10/2012,10/28/2014,TR PIPE INC.,"$247,011.29","$247,011.29",NON-COMP- Emergency,Decar,HE-HEATING.1CM,RED HOOK WEST-0230,Expired
1226738,"Var-Emergency Janitorial, Remed & Restoration Svcs (TSD_SANDY)",11/10/2012,2/9/2013,INNOVATIVE CONSULTANT ENTERPRISE,"$950,000.01","$85,000.01",NON-COMP- Emergency,Repair,PS-PROFESSIONAL SERVICES OTHER.1CM,VARIOUS PROJECT-VARP,Expired
1226739,Var-Emergency Rigging Services (TSD_TECHNI019858),11/10/2012,4/9/2013,BAY CRANE SERVICE INC,"$121,643.13","$121,643.13",NON-COMP- Emergency,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,VARIOUS PROJECT-VARP,Expired
1226279,"Redfern&Var-Emergency Janitorial, Remed & Restoration Svcs(TSD_SANDY)",11/9/2012,5/8/2013,N.Y.S. INDUSTRIES FOR THE DISABLED,"$1,000,000.00","$88,320.00",NON-COMP- Emergency,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,VARIOUS PROJECT-VARP,Expired
1226276,"Var-Emergency Janitorial,Remed. & Restoration Services (TSD_SANDY)",11/9/2012,4/30/2013,AMERICAN MAINTENANCE & JANITORIAL SERVICES & SUPPLIES CO. CORP,"$950,000.01","$762,000.01",NON-COMP- Emergency,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,VARIOUS PROJECT-VARP,Expired
1228227,VARIOUS CC- Outreach Services Residents (FAMILY Serv_FAMILY18965),11/9/2012,1/31/2013,ZIPPORAH YOEL,"$3,852.75","$3,852.75",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,VARIOUS PROJECT-VARP,Expired
1227688,LES V-Sandy Related Emergency Temp Boilers(TSD FORU-TECHNI019713),11/9/2012,3/1/2013,S.J. FUEL CO. INC.,"$21,630.00","$21,630.00",NON-COMP- Emergency,Service,HE-HEATING.1CM,L.E.S. V -0555,Expired
1227946,VARIOUS SITES QUEENS- Consultant(Family Service_FAMILY018964),11/9/2012,1/31/2013,ALEJANDRO LATORRE,"$4,686.00","$4,686.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,FAMILY PARTNERSHIPS-CO-0766,Expired
1226735,"Var-Emergency Janitorial, Remed & Restoration Svcs.(TSD_SANDY)",11/9/2012,2/8/2013,BROOK VALLEY KYDAHA INC,"$950,000.01","$626,139.69",NON-COMP- Emergency,Repair,PS-PROFESSIONAL SERVICES OTHER.1CM,VARIOUS PROJECT-VARP,Expired
1226736,"Riis & Var-Emergency Janitorial,Remed & Restoration (TSD_SANDY)",11/9/2012,5/8/2013,N.Y.S. INDUSTRIES FOR THE DISABLED,"$1,000,000.00","$96,432.00",NON-COMP- Emergency,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,VARIOUS PROJECT-VARP,Expired
1226737,"Var-Emergency Janitorial, Remed. & Restoration Svcs (TSD_SANDY)",11/9/2012,4/15/2013,PROFESSIONAL CLEANING PEOPLE INC,"$1,000,000.00","$110,440.00",NON-COMP- Emergency,Repair,PS-PROFESSIONAL SERVICES OTHER.1CM,VARIOUS PROJECT-VARP,Expired
1226275,"Var-Emergency Janitorial, Remed.& Restoration Services (TSD_SANDY)",11/8/2012,5/23/2013,QUALITY FACILITY SOLUTIONS CORP. DBA QUALITY FLOORSHINE CORP.,"$2,254,236.01","$2,212,827.51",NON-COMP- Emergency,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,VARIOUS PROJECT-VARP,Expired
1227247,Various Citywide Disaster Remed Srvcs Hurricane Sandy Emrgncy Contr,11/8/2012,9/27/2014,BELFOR USA GROUP INC.,"$29,500,000.00","$29,500,000.00",NON-COMP- Emergency,Repair,PS-PROFESSIONAL SERVICES OTHER.1CM,VARIOUS PROJECT-VARP,Expired
1226272,Citywide-Emergency Contract for Mobile Boiler from Hurricane Sandy,11/7/2012,8/30/2013,CASTLE OIL CORPORATION - EF00000288,"$305,000.00","$304,679.58",NON-COMP- Emergency,Service,FS-LUBRICANTS AND FUELS.1CM,VARIOUS PROJECT-VARP,Expired
1226708,Super Storm Sandy Emerg Electrical Repairs at Various Developmnts,11/7/2012,9/27/2014,EJ ELECTRIC INSTALLATION CO,"$2,723,896.04","$2,723,896.04",NON-COMP- Emergency,Decar,EL-ELECTRICAL.1CM,VARIOUS PROJECT-VARP,Expired
1226721,TEMPORARY BOILERS - REMOVAL AND INSTALLATION,11/7/2012,3/7/2016,KORDUN CONSTRUCTION CORP,"$1,044,562.91","$1,044,562.91",NON-COMP- Emergency,Decar,HE-HEATING.1CM,VARIOUS PROJECT-VARP,Expired
1226271,Citywide Emerg Mobile Boiler Srvc Response&Recovery Hurricane Sandy,11/5/2012,1/30/2016,"IVAN WARE & SON, INC.","$12,575,407.42","$12,575,407.42",NON-COMP- Emergency,Repair,HE-HEATING.1CM,VARIOUS PROPERTIES OR DEPARTMENTS,Expired
1307291,Coney Island-Oil Spill Cleanup and Hazardous Waste Disposal- Hurricane Sandy Related,11/5/2012,6/30/2013,"CLEAN VENTURE, INC.","$124,175.00","$124,175.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.BK,CONEY ISLAND-0671,Expired
1307298,Oil Spill Cleanup and Hazardous Waste Disposal,11/5/2012,6/30/2013,"CLEAN VENTURE, INC.","$138,899.25","$138,899.25",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.QU,OCEAN BAY APTS -0573,Expired
1228001,VARIOUS CC - Outreach Worker (Family Svces_FAMILY018966),11/5/2012,1/31/2013,NIXALIS DOWDYE,"$4,620.00","$4,620.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,VARIOUS PROJECT-VARP,Expired
1226703,EMERGENCY REPAIRS TO VARIOUS DEVELOPMENTS,11/4/2012,8/3/2016,WDF INC.,"$6,500,000.00","$5,780,801.78",NON-COMP- Emergency,Decar,GR-GENERAL RENOVATION TYPE A.1CM,VARIOUS PROPERTIES & DEPARTMENTS,Expired
1226707,SUPER STORM SANDY EMERGENCY ELECTRICAL REPAIRS AT VARIOUS DEVELOPMENTS,11/2/2012,3/18/2015,FIVE STAR ELECTRIC CORP,"$5,200,000.00","$4,371,849.63",NON-COMP- Emergency,Decar,EL-ELECTRICAL.1CM,VARIOUS PROJECT-VARP,Expired
1229735,IT-Research Services Fraud(IT_ITENTE019294) NYS OGS contract PS642284,11/1/2012,1/15/2013,RELX INC DBA LEXISNEXIS,"$97,661.45","$97,661.45",GOVERMENT LIST,Service,CP-COMPUTER.1CM,IT INFRASTRUCTURE,Expired
1225109,DUCT TAPE INDUSTRIAL,11/1/2012,10/31/2014,W.W. GRAINGER INC.,"$195,759.00","$194,212.08",SEALED BID,Materials,"POLICE EQUIPMENT.ASBESTOS REMOVAL SUPPLIES, LEAD UNIT EQU",L.I.C.-WHSE -LICW,Expired
1226734,TSD-Emergency for Cleaning of Electrical Switchgear/Panels-Hurricane Sandy(TSD_TECHNI019767_J.Schmidt),11/1/2012,2/18/2015,NATIONAL WATER MAIN CLEANING CO.,"$136,477.65","$136,477.65",NON-COMP- Emergency,Repair,EL-ELECTRICAL.1CM,CONEY ISLAND-0671,Expired
1226270,Removal and reinstallation of house pump damaged by Hurricane SANDY,11/1/2012,10/31/2013,TRI-STATE PUMP & MOTOR INC.,"$4,975.00","$4,975.00",NON-COMP- Emergency,Repair,SM-SMALL PURCHASE.PLUMBING,VARIOUS PROPERTIES & DEPARTMENTS,Expired
1226274,"Install, Remove, Maintnce Temp Boilers, Other Heat Eqpment Sandy",11/1/2012,3/30/2014,HERC RENTALS INC,"$1,600,320.00","$404,895.00",NON-COMP- Emergency,Service,HE-HEATING.1CM,VARIOUS PROJECT-VARP,Expired
1224993,"SCO_SIGNS, ELEVATOR BRAILLE JAMP PLATES TAGS",11/1/2012,4/30/2017,BENFIELD ELECTRIC SUPPLY CORP.,"$97,785.00","$22,824.70",SEALED BID,Materials,"HARDWARE.SIGNS, METAL",VARIOUS PROPERTIES OR DEPARTMENTS,Expired
1310204,Various BK-Repair of Compactor Units- Red Hook West and Coney Island-Hurricane Sandy,11/1/2012,8/31/2013,ARROW STEEL INC,"$307,645.00","$307,645.00",NON-COMP- Emergency,Repair,RC-REFUSE COMPACTOR.1CM,VARIOUS PROJECT-VARP,Expired
1307654,TSD-Repair Of Interior Trash Compactors-Hurricane Sandy(C.Gentile_n/a),11/1/2012,4/1/2013,ARROW STEEL INC,"$45,370.00","$45,370.00",NON-COMP- Emergency,Repair,RC-REFUSE COMPACTOR.1CM,SURFSIDE GARDEN-0278,Expired
1307721,TSD-Repair Of Interior Trash Compactors-Hurricane Sandy(C.Gentile_n/a),11/1/2012,4/1/2013,ARROW STEEL INC,"$68,755.00","$68,755.00",NON-COMP- Emergency,Repair,RC-REFUSE COMPACTOR.1CM,GRAVESEND-0225,Expired
1307680,TSD-Repair Of Interior Trash Compactors-Hurricane Sandy(C.Gentile_n/a),11/1/2012,4/1/2013,ARROW STEEL INC,"$54,965.00","$54,965.00",NON-COMP- Emergency,Repair,RC-REFUSE COMPACTOR.1CM,O'DWYER GARDENS-0582,Expired
1227317,COMM OPS ADM - Creative Arts Consultant (Com Ops Adm_COMMUN018858),11/1/2012,12/31/2012,MATTHEW RAMOS,"$6,990.00","$6,990.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,COMM OPER ADMIN-0123,Expired
1228216,GSD/Ash St-Emerg Qty 62/EU300 IS 3000 Watt Generators (GSD_SANDY),11/1/2012,5/31/2013,"CHIEF EQUIPMENT, INC.","$77,100.01","$77,100.01",NON-COMP- Emergency,Materials,MACHINERY.MISCELLANEOUS,VARIOUS PROPERTIES OR DEPARTMENTS,Expired
1227465,VARIOUS CC - League Administrator (Comm Ops SI_COMMUN018918),11/1/2012,12/31/2012,BACK TO OUR ROOTS LLC.,"$1,680.00",$843.75,SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,VARIOUS PROJECT-VARP,Expired
1227690,"Var-Provision,Install,Remove Mntc Temp Boilers and Heating Equ SANDY",11/1/2012,1/24/2015,THE METRO GROUP INC.,"$156,166.00","$156,166.00",NON-COMP- Emergency,Service,HE-HEATING.1CM,VARIOUS PROJECT-VARP,Expired
1228240,Energy-Provide Fuel Oil during the aftermath of Hurricane Sandy(C.Haun_N/A),11/1/2012,2/25/2013,MARATHON ENERGY CORPORATION,"$154,963.88","$154,963.88",NON-COMP- Emergency,Materials,FS-LUBRICANTS AND FUELS.1CM,ENERGY DEPT-0041,Expired
1307756,TSD-Repair Of Interior Trash Compactors-Hurricane Sandy(C.Gentile_n/a),11/1/2012,4/1/2013,ARROW STEEL INC,"$39,947.00","$39,947.00",NON-COMP- Emergency,Repair,RC-REFUSE COMPACTOR.1CM,RED HOOK WEST-0230,Expired
1307761,TSD-Repair Of Interior Trash Compactors-Hurricane Sandy(C.Gentile_n/a),11/1/2012,4/1/2013,ARROW STEEL INC,"$150,328.00","$150,328.00",NON-COMP- Emergency,Repair,RC-REFUSE COMPACTOR.1CM,RED HOOK EAST-0202,Expired
1225610,FURNISH ELEVATOR DOOR PAINT-Change # 7 Extend through 3/31/16,11/1/2012,3/31/2016,SHERWIN WILLIAMS,"$113,887.25","$109,575.55",SEALED BID,Materials,"PAINTING TRADE.PAINT BRUSHES, ROLLERS",VARIOUS PROPERTIES OR DEPARTMENTS,Expired
1226743,"TSD-Emergency Contract for ""pump water""(TSD_TECHNI019863)",11/1/2012,5/19/2013,NATIONAL WATER MAIN CLEANING CO.,"$24,250.00",$0.00,NON-COMP- Emergency,Repair,PS-PROFESSIONAL SERVICES OTHER.1CM,SURFSIDE GARDEN-0278,Expired
1320833,"Operation Services - To Provide necessary services & evidence for NYCHA'S claim against G-I- Holdings, Inc. (EVPOPE046306 - J. Romo-Leroux)",10/31/2012,6/20/2018,"API, INC.","$300,000.00","$230,550.37",NON-COMP - Sole Source,Service,LO-PROFESSIONAL SERVICES LEGAL OTHER.1CM,OPER SER DIR-0042,Expired
1226269,Var-Emerg Rental Mobile Boiler/Heat Exchangers(TSD_TECHNI019173/20186),10/30/2012,4/6/2013,POWER MECHANICAL INC,"$80,572.50","$80,572.50",NON-COMP- Emergency,Repair,HE-HEATING.1CM,VARIOUS PROJECT-VARP,Expired
1227588,RiskFin- Property & Terrorism Insurance coverage. (Risk_RISKFI018929),10/30/2012,10/30/2013,TOWERS WATSON PENNSYLVANIA INC,"$4,578,129.00","$4,578,128.00",COMPETETIVE RFP,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,RISK MANAGEMENT-0128,Expired
1229922,Campos CC- Program Assistant Consultant (MN Comm Ops_COMMUN19311),10/29/2012,1/31/2016,KENDALL DONALDSON,"$2,140.00","$1,315.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,CAMPOS C.C.-C544,Expired
1223503,CM AS AGENT SERVICES,10/29/2012,8/31/2020,"MUNOZ ENGINEERING & LAND SURVEYING, P.C.","$4,375,000.00","$3,240,932.65",COMPETETIVE RFP,Decar,CC-CONSULTANTS.1CM,CITYWIDE DEVELOPMENTS,Expired
1223488,CM AS AGENT SERVICES,10/29/2012,6/28/2020,"ATANE ENGINEERS, ARCHITECTS & LAND SURVEYORS, D.P.C.","$10,460,000.00","$9,070,592.83",COMPETETIVE RFP,Decar,CC-CONSULTANTS.1CM,CITYWIDE DEVELOPMENTS,Expired
